ID,Specie,Year,Month,Author,Locality,Latitude,Longitude,Depth (m),Area (m2),Estimated coordinates,Reference,ANP,Protection Level,Validation,Estimated Area,Area Loss,Loss Index,Pollution ,Coastal.Modification,Biological.Resource.Use,MHWs,Minning,Threat index ,Red List Category,Zone,State,Region
253,Zostera marina,1977,DD,Sheridan y Felger,Isla Tiburon,28.89,-112.24,DD,DD,Yes,Indian utilization of Eelgrass (Zostera marina L.) in Northewestern Mexico: The Spanish Colonial Record,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
254,Ruppia maritima,2002,DD,Bourillon-Moreno,Isla Tiburon,29.048,-112.21,DD,DD,Yes,"Exclusive fishing zone as a strategy for managing fishery resources by the Seri Indians, Gulf of California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
255,Zostera marina,2002,DD,Felger et al.,Isla Tiburon,29.048,-112.21,DD,DD,Yes,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
256,Halodule wrightii,2006,DD,Ulloa et al.,Isla Tiburon,28.89,-112.24,DD,DD,Yes,Planeacion ecorregional para la conservacion marina: Golfo de California y costa occidental de Baja California Sur,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
257,Zostera marina,2006,DD,Ulloa et al.,Isla Tiburon,29.048,-112.21,DD,DD,Yes,Planeacion ecorregional para la conservacion marina: Golfo de California y costa occidental de Baja California Sur,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
258,Zostera marina,2007,April,Wilder,Isla Tiburon,28.89,-112.24,DD,DD,Yes,ARIZ,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
259,Halodule wrightii,2007,July,Wilder et al.,Isla Tiburon,29.048,-112.21,DD,DD,Yes,"New plant discoveries for Sonoran Islands, Gulf of California Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
260,Ruppia maritima,2007,October,Felger et al.,Isla Tiburon,29.048,-112.21,DD,DD,Yes,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
261,Zostera marina,1986-1988,January-June,Ramirez-Garcia y Lot,Isla Tiburon,29.048,-112.21,DD,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
262,Ruppia maritima,1985,January,Aguilar-Rosas y Lopez-Ruelas,Islas Verdes,25.58,-109.1,3,DD,No,"Halodule wrightii ASCHERS (Potamogetonales:Cymodocea) en la Bahia Topolobampo, Sinaloa, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,1,Yes,DD,DD,,1,1,1,0.04445,0,,,Topolobampo,Sinaloa,Southern Gulf
263,Zostera marina,1985,January,Aguilar-Rosas y Lopez-Ruelas,Islas Verdes,25.58,-109.09,3,DD,No,"Halodule wrightii ASCHERS (Potamogetonales:Cymodocea) en la Bahia Topolobampo, Sinaloa, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,1,No,DD,DD,,1,1,1,0.04445,0,,,Topolobampo,Sinaloa,Southern Gulf
264,Halodule wrightii,1985,January,Aguilar-Rosas y Lopez-Ruelas,Islas Verdes,25.58,-109.08,3,DD,No,Halodule wrightii en la bahia de Topolobampo. Sinaloa. Mexico.,Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,1,No,DD,DD,,1,1,1,0.04445,0,,,Topolobampo,Sinaloa,Southern Gulf
265,Halodule wrightii,2013,April-December,Corona-Melendez,La Concha,24.2,-110.3,2,DD,No,"Fauna asociada a praderas de pasto marino Halodule wrightii de Punta Roca Caimancito, de la ensenada de La Paz, B.C.S.",No,0,DD,0,DD,,0,1,1,0.04274,0,,,La Paz ,Baja California Sur,Southern Gulf
266,Halodule wrightii,2014,January-August,Corona-Melendez,La Concha,24.2,-110.3,2,DD,No,"Fauna asociada a praderas de pasto marino Halodule wrightii de Punta Roca Caimancito, de la ensenada de La Paz, B.C.S.",No,0,DD,0,DD,,0,1,1,0.04274,0,,,La Paz ,Baja California Sur,Southern Gulf
267,Ruppia maritima,1986,December,Felger,La Salina,31.52,-114.12,DD,DD,No,ARIZ,Reserva de la Biosfera Alto Golfo de California y Delta del Rio Colorado,2,DD,DD,DD,,1,0,0,0.06102,0,,,Cienega de Santa Clara,Baja California y Sonora,Upper Gulf 
268,Ruppia maritima,1986,June,Ezcurra et al.,La Salina,31.52,-114.12,DD,DD,Yes,"Freshwater Islands in a Desert Sand Sea: The hydrology, flora and phytogeography of the Gran Desierto Oases of Northwestern Mexico.",Reserva de la Biosfera Alto Golfo de California y Delta del Rio Colorado,2,DD,DD,DD,,1,0,0,0.06102,0,,,Cienega de Santa Clara,Baja California y Sonora,Upper Gulf 
269,Ruppia maritima,2008,DD,Danemann y Morzaira-Luna,Laguna San Rafael,28.58,-113.13,DD,DD,No,"Humedales de la region de Bahia de los Angeles, Baja California","Reserva de la Biosfera Zona Marina Bahía de los Angeles, Canales de Ballenas y de Salsipuedes",1,DD,DD,DD,,1,0,1,0.02227,0,,,Bahia de los Angeles,Baja California,Central Gulf
270,Ruppia maritima,1986-1988,January-June,Ramirez-Garcia y Lot,Loreto,26.03,-111.33,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico","Reserva de la Biosfera Zona Marina Bahía de los Angeles, Canales de Ballenas y de Salsipuedes",1,DD,DD,DD,,1,1,0,0.04672,0,,,Loreto,Baja California Sur,Central Gulf
271,Ruppia maritima,1986-1988,January-June,Ramirez-Garcia y Lot,Loreto,26.03,-111.33,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico","Reserva de la Biosfera Zona Marina Bahía de los Angeles, Canales de Ballenas y de Salsipuedes",1,DD,DD,DD,,1,1,0,0.04672,0,,,Loreto ,Baja California Sur,Central Gulf
272,Ruppia maritima,1921,January-June,Johnston,Mulege,26.9,-111.95,DD,DD,Yes,Expedition of the California Academy of Sciences to the Gulf of California,"Reserva de la Biosfera Zona Marina Bahía de los Angeles, Canales de Ballenas y de Salsipuedes",0,DD,DD,DD,,1,1,0,0.06077,0,,,Mulege,Baja California Sur,Central Gulf
273,Ruppia maritima,1987,January-June,Ramirez-Garcia y Lot,Mulege,26.9,-111.95,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",No,0,DD,DD,DD,,1,1,0,0.06077,0,,,Mulege,Baja California Sur,Central Gulf
274,Ruppia maritima,1986-1988,January-June,Ramirez-Garcia y Lot,Mulege,26.9,-111.95,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",No,0,DD,DD,DD,,1,1,0,0.06077,0,,,Mulege,Baja California Sur,Central Gulf
275,Zostera marina,2006,May,Wilder,Palo Fierro,28.95,-112.22,DD,DD,No,ASU_Plants,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
276,Zostera marina,2006,May,Wilder,Palo Fierro,29.02,-112.2,DD,DD,No,ARIZ,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
277,Zostera marina,2006,May,Wilder,Palo Fierro,29.02,-112.2,DD,DD,No,ASU_Plants,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
278,Zostera marina,2006,May,Wilder,Palo Fierro,29.02,-112.23,DD,DD,No,BCMEX,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
279,Zostera marina,2009,June,Lopez-Calderon et al.,Palo Fierro,29.023,-112.198,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
280,Zostera marina,2010,May,Lopez-Calderon et al.,Palo Fierro,29.023,-112.198,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
281,Halodule wrightii,1983,July,Aguilar-Rosas y Lopez-Ruelas,Playa Baviri,25.57,-109.12,3,DD,No,"Halodule wrightii ASCHERS (Potamogetonales:Cymodocea) en la Bahia Topolobampo, Sinaloa, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,1,Yes,DD,DD,,1,1,1,0.04445,0,,,Topolobampo,Sinaloa,Southern Gulf
282,Ruppia maritima,1983,July,Aguilar-Rosas y Lopez-Ruelas,Playa Baviri,25.57,-109.12,3,DD,No,"Halodule wrightii ASCHERS (Potamogetonales:Cymodocea) en la Bahia Topolobampo, Sinaloa, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,1,Yes,DD,DD,,1,1,1,0.04445,0,,,Topolobampo,Sinaloa,Southern Gulf
283,Zostera marina,1983,July,Aguilar-Rosas y Lopez-Ruelas,Playa Baviri,25.57,-109.12,3,DD,No,"Halodule wrightii ASCHERS (Potamogetonales:Cymodocea) en la Bahia Topolobampo, Sinaloa, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,1,Yes,DD,DD,,1,1,1,0.04445,0,,,Topolobampo,Sinaloa,Southern Gulf
284,Zostera marina,1992,February,Sanchez-Lizaso y Riosmena-Rodriguez,Punta Arenas,26.78,-111.86,DD,DD,No,"Macroalgas epifitas de Zostera marina en Bahia Concepcion,  B.C.S. Mexico",No,0,Yes,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
285,Zostera marina,1992,March,Riosmena-Rodriguez y Sanchez-Lizaso,Punta Arenas,26.78,-111.86,DD,DD,No,"Macroalgas epifitas de Zostera marina en Bahia Concepcion,  B.C.S. Mexico",No,0,Yes,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
286,Zostera marina,1992,May,Riosmena-Rodriguez y Sanchez-Lizaso,Punta Arenas,26.78,-111.86,DD,DD,No,El limite sur de distribucion de Zostera marina L. y Phyllospadix torreyi W. para el noroeste mexicano,No,0,Yes,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
287,Zostera marina,1994,December,Riosmena-Rodriguez y Sanchez-Lizaso,Punta Arenas,26.78,-111.86,DD,DD,No,El limite sur de distribucion de Zostera marina L. y Phyllospadix torreyi W. para el noroeste mexicano,No,0,Yes,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
288,Zostera marina,1994,December,Riosmena-Rodriguez y Sanchez-Lizaso,Punta Arenas,26.78,-111.86,DD,DD,No,"Macroalgas epifitas de Zostera marina en Bahia Concepcion,  B.C.S. Mexico",No,0,Yes,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
289,Zostera marina,1995,April,Riosmena-Rodriguez y Sanchez-Lizaso,Punta Arenas,26.78,-111.86,DD,DD,No,El limite sur de distribucion de Zostera marina L. y Phyllospadix torreyi W. para el noroeste mexicano,No,0,Yes,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
290,Zostera marina,1995,January,Santamaria-Gallegos et al.,Punta Arenas,26.78,-111.86,DD,DD,Yes,"Ciclo de crecimiento y fenologia de la fanerogama Zostera marina L. en Punta Arena, Bahia Concepcion, B.C.S., Mexico",No,0,Yes,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
291,Zostera marina,1995,May,Santamaria-Gallegos et al.,Punta Arenas,26.78,-111.86,DD,DD,Yes,"Ciclo de crecimiento y fenologia de la fanerogama Zostera marina L. en Punta Arena, Bahia Concepcion, B.C.S., Mexico",No,0,Yes,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
292,Zostera marina,1999,DD,Santamaria-Gallegos et al.,Punta Arenas,26.75,-111.75,DD,DD,Yes,"Temporal coincidense of the annual Eelgrass Zostera marina and juvenile scallops Argopecten ventricosus (Sowerby II, 1842) in Bahia Concepcion, Mexico",No,0,DD,DD,DD,,1,1,0,0.06098,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
293,Zostera marina,2000,March-April,Torre-Cosio,Punta Arenas,26.88,-111.93,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,No,0,DD,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
294,Zostera marina,2009,January-April,Riosmena-Rodriguez et al.,Punta Arenas,26.75,-111.75,DD,DD,No,Conservation status of Zostera marina populations at Mexican Pacific,No,0,DD,DD,DD,,1,1,0,0.06098,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
295,Zostera marina,2009,June,Lopez-Calderon et al.,Punta Arenas,26.78,-111.86,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,No,0,Yes,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
296,Ruppia maritima,2010,August,Lopez-Calderon et al.,Punta Arenas,26.79,-111.86,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,No,0,DD,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
297,Ruppia maritima,2010,May,Lopez-Calderon et al.,Punta Arenas,26.78,-111.86,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,No,0,Yes,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
298,Zostera marina,2010,May,Lopez-Calderon et al.,Punta Arenas,26.79,-111.86,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,No,0,DD,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
299,Zostera marina,1986-1988,DD,Ramirez-Garcia y Lot,Punta Arenas,26.78,-111.86,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",No,0,Yes,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
300,Zostera marina,1994-1995,December-April,Santamaria-Gallegos et al.,Punta Arenas,26.78,-111.86,DD,DD,Yes,"Ciclo de crecimiento y fenologia de la fanerogama Zostera marina L. en Punta Arena, Bahia Concepcion, B.C.S., Mexico",No,0,Yes,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
301,Zostera marina,1994-1995,December-May,Santamaria-Gallegos et al.,Punta Arenas,26.55,-111.7,DD,DD,Yes,"Ciclo de crecimiento y fenologia de la fanerogama Zostera marina L. en Punta Arena, Bahia Concepcion, B.C.S., Mexico",No,0,DD,DD,DD,,1,1,0,0.06098,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
302,Zostera marina,1994-1995,December-May,Santamaria-Gallegos et al.,Punta Arenas,26.88,-111.93,DD,DD,Yes,"Ciclo de crecimiento y fenologia de la fanerogama Zostera marina L. en Punta Arena, Bahia Concepcion, B.C.S., Mexico",No,0,DD,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
303,Zostera marina,2000-2002,November-May,Muniz-Salazar et al.,Punta Arenas,26.78,-111.86,DD,DD,No,Population genetic structure of annual and perennial populations of Zostera marina along the Pacific coast of Baja California and the Gulf of California,No,0,Yes,DD,DD,,1,1,0,0.06077,0,,,Bahia Concepcion,Baja California Sur,Central Gulf
304,Ruppia maritima,1973,June,Felger y Schneider,Punta Chueca,29.01,-112.16,DD,DD,Yes,MEXU,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
305,Halodule wrightii,1973,June-November,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,No,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
306,Halodule wrightii,1973,October,Felger,Punta Chueca,29.01,-112.16,DD,DD,No,ARIZ,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
307,Halodule wrightii,1973,October,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,No,MEXU,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
308,Halodule wrightii,1973,October,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,Yes,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
309,Ruppia maritima,1979,January,Mc Millan y Phillips,Punta Chueca,29.08,-112.25,5,DD,No,"Halodule wrigthii ASCHERS in the Sea of Cortez, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
310,Zostera marina,1979,January,Mc Millan y Phillips,Punta Chueca,29.08,-112.25,5,DD,No,"Halodule wrigthii ASCHERS in the Sea of Cortez, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
311,Halodule wrightii,1979,January,Mc Millan y Phillips,Punta Chueca,29.08,-112.25,5,DD,No,"Halodule wrigthii ASCHERS in the Sea of Cortez, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
312,Halodule wrightii,1979,June,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,Yes,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
313,Zostera marina,1983,DD,McMillan,Punta Chueca,29.01,-112.16,DD,DD,No,Seed germination for an annual form of Zostera marina form the sea of Cortez,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
314,Zostera marina,1985,May,Valencia et al.,Punta Chueca,29.01,-112.16,DD,DD,Yes,Nutritive value of Zostera marina and cardon (Pachycereus pringlei) as consumed by the Seri Indians In Sonora Mexico,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
315,Zostera marina,1996,November,Meling-Lopez & Ibarra-Obando,Punta Chueca,29.01,-112.16,DD,DD,No,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
316,Zostera marina,1997,November,Meling-Lopez & Ibarra-Obando,Punta Chueca,29.01,-112.16,DD,DD,No,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
317,Zostera marina,2000,March-April,Torre-Cosio,Punta Chueca,29.01,-112.16,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
318,Zostera marina,2002,March,Bourillon-Moreno,Punta Chueca,29.01,-112.16,DD,DD,Yes,"Exclusive fishing zone as a strategy for managing fishery resources by the Seri Indians, Gulf of California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
319,Halodule wrightii,2007,July,Wilder et al.,Punta Chueca,29.01,-112.16,DD,DD,Yes,"New plant discoveries for Sonoran Islands, Gulf of California Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
320,Halodule wrightii,2007,July,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,Yes,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
321,Ruppia maritima,2007,October,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,No,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
322,Halodule wrightii,1996-1997,November-May,Meling-Lopez & Ibarra-Obando,Punta Chueca,29.01,-112.16,2,DD,Yes,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
323,Zostera marina,1996-1997,November-May,Meling-Lopez & Ibarra-Obando,Punta Chueca,29.01,-112.16,2,DD,Yes,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
324,Zostera marina,2000-2001,October-May,Basurto,Punta Chueca,29.01,-112.16,DD,DD,Yes,Biological and ecological mechanisms supporting marine self-governance: the Seri callo de hacha fishery in Mexico,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
325,Zostera marina,2000,March-April,Torre-Cosio,Punta Conic,29.18,-112.26,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04419,0,,,Canal del Infiernillo ,Sonora,Central Gulf
326,Zostera marina,2000,March-April,Torre-Cosio,Punta Ohna,29.07,-112.19,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
327,Ruppia maritima,2009,October,Lopez-Calderon et al.,Punta Ohna,29.07,-112.19,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
328,Ruppia maritima,2010,August,Lopez-Calderon et al.,Punta Ohna,29.07,-112.19,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora,Central Gulf
329,Zostera marina,2000,March-April,Torre-Cosio,Punta Santa Rosa,28.97,-112.16,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora ,Central Gulf
330,Zostera marina,2007,December,Felger,Punta Santa Rosa,28.97,-112.17,DD,DD,No,UNISON:USON,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora ,Central Gulf
331,Zostera marina,2000,March-April,Torre-Cosio,Punta Tormenta,29.02,-112.2,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora ,Central Gulf
332,Zostera marina,2007,October,Felger,Punta Tormenta,29.02,-112.2,5,DD,No,ARIZ,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,DD,DD,,0,0,0,0.04257,0,,,Canal del Infiernillo ,Sonora ,Central Gulf
